time,orthogonalstrength_x,orthogonalstrength_y,orthogonalstrength_z
1567977298.7311068,23463999999.999996,-1050999999.9999999,39746000000.0
1567977298.831153,23463999999.999996,-1050999999.9999999,39746000000.0
1567977298.9313328,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.0311046,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.1312094,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.2312875,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.3311083,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.4313014,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.5312715,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.6311655,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.731352,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.8312855,23463999999.999996,-1050999999.9999999,39746000000.0
1567977299.9311283,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.031236,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.131123,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.2311075,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.3311672,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.4311764,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.5311205,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.6311808,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.731261,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.8311703,23463999999.999996,-1050999999.9999999,39746000000.0
1567977300.9312623,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.0311325,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.1311471,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.2312422,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.331165,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.4312172,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.5312178,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.6311543,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.7312062,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.8311007,23463999999.999996,-1050999999.9999999,39746000000.0
1567977301.9311914,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.0312185,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.1312726,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.2311895,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.3312778,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.4313486,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.531294,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.6311417,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.7311785,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.83118,23463999999.999996,-1050999999.9999999,39746000000.0
1567977302.9312499,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.0311105,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.1312873,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.2311215,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.3312273,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.4312496,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.5311944,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.6312509,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.7311845,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.831119,23463999999.999996,-1050999999.9999999,39746000000.0
1567977303.931195,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.0312376,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.1312046,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.2313018,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.3312097,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.4312434,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.5312667,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.631209,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.7313187,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.8311477,23463999999.999996,-1050999999.9999999,39746000000.0
1567977304.9312239,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.0312347,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.131172,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.231286,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.331156,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.4312038,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.5312238,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.6311922,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.731237,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.8312192,23463999999.999996,-1050999999.9999999,39746000000.0
1567977305.9311366,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.03111,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.1311846,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.2311141,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.3312883,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.431345,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.5313368,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.6311612,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.7311375,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.8313255,23463999999.999996,-1050999999.9999999,39746000000.0
1567977306.9311867,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.0313678,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.1311076,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.23117,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.331251,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.4311016,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.531147,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.6310997,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.7311566,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.8313482,23463999999.999996,-1050999999.9999999,39746000000.0
1567977307.931278,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.0312073,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.1312587,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.2311246,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.3311133,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.4312594,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.5312285,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.631234,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.7312253,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.8312206,23463999999.999996,-1050999999.9999999,39746000000.0
1567977308.9311762,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.0311606,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.1311572,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.2313025,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.3312132,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.431217,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.531274,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.6311562,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.731274,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.831237,23463999999.999996,-1050999999.9999999,39746000000.0
1567977309.9311416,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.0313556,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.131246,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.2313392,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.331236,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.431186,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.5311944,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.6312501,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.7313433,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.8311205,23463999999.999996,-1050999999.9999999,39746000000.0
1567977310.9313257,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.031312,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.1314747,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.231648,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.3313527,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.4312248,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.531225,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.6313276,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.7312257,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.831197,23463999999.999996,-1050999999.9999999,39746000000.0
1567977311.9312088,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.0312517,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.131142,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.2311206,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.3311374,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.431112,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.5312765,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.6312532,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.7312415,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.83129,23463999999.999996,-1050999999.9999999,39746000000.0
1567977312.931158,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.0312493,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.1311576,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.231216,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.3311856,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.4313457,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.5311606,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.631145,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.7312033,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.831335,23463999999.999996,-1050999999.9999999,39746000000.0
1567977313.9311965,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.0313292,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.1311448,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.2312326,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.3312898,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.4311895,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.531322,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.631172,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.7312677,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.8312743,23463999999.999996,-1050999999.9999999,39746000000.0
1567977314.9311864,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.0311294,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.1311388,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.2311506,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.3312058,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.4311588,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.531197,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.631217,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.7312868,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.8313506,23463999999.999996,-1050999999.9999999,39746000000.0
1567977315.9311094,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.031112,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.131242,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.2311163,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.3313527,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.431195,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.5312483,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.6311727,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.731176,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.8311794,23463999999.999996,-1050999999.9999999,39746000000.0
1567977316.9311724,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.0311782,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.131126,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.2313569,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.3311276,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.4312458,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.5311313,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.6312356,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.7311888,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.8312185,23463999999.999996,-1050999999.9999999,39746000000.0
1567977317.931269,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.0312197,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.1311102,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.2314105,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.331164,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.4311109,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.5311477,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.6311405,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.7311275,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.8313458,23463999999.999996,-1050999999.9999999,39746000000.0
1567977318.931186,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.031219,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.1313574,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.2312531,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.331288,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.4311268,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.5312421,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.6312122,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.7311397,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.8311632,23463999999.999996,-1050999999.9999999,39746000000.0
1567977319.9312997,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.0311484,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.131138,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.2311766,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.3312862,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.4313028,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.531132,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.6312585,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.7311053,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.831126,23463999999.999996,-1050999999.9999999,39746000000.0
1567977320.9312806,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.0312755,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.1311367,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.2313602,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.3312652,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.4311702,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.5311792,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.631261,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.7311249,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.8313577,23463999999.999996,-1050999999.9999999,39746000000.0
1567977321.931353,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.0312014,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.1311126,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.2313101,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.3312454,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.4312568,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.5311666,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.6311932,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.7313006,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.8312886,23463999999.999996,-1050999999.9999999,39746000000.0
1567977322.931343,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.031356,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.1311948,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.231139,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.331148,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.4311683,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.5311458,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.6312127,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.7312305,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.8311493,23463999999.999996,-1050999999.9999999,39746000000.0
1567977323.931269,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.031241,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.1312604,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.231288,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.3313408,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.4313557,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.5311544,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.631178,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.7312634,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.8313503,23463999999.999996,-1050999999.9999999,39746000000.0
1567977324.931139,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.0311508,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.1313007,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.2311985,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.3311677,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.4311068,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.5312119,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.631125,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.7311568,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.8312643,23463999999.999996,-1050999999.9999999,39746000000.0
1567977325.9311936,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.0311365,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.1312318,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.2311814,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.3313067,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.4312704,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.5311143,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.6312888,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.731275,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.8311357,23463999999.999996,-1050999999.9999999,39746000000.0
1567977326.9311852,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.03122,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.1312265,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.231343,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.33124,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.4313061,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.531348,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.6313455,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.731188,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.831267,23463999999.999996,-1050999999.9999999,39746000000.0
1567977327.9312634,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.031313,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.131129,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.2312706,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.3311357,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.4312007,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.5312247,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.6312613,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.7312574,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.8313544,23463999999.999996,-1050999999.9999999,39746000000.0
1567977328.9311528,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.0311234,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.131149,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.231268,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.3311925,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.4312298,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.5311096,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.6313257,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.7312922,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.8311863,23463999999.999996,-1050999999.9999999,39746000000.0
1567977329.9311757,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.0311852,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.1312776,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.2313561,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.3312194,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.4313073,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.607827,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.631143,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.7311363,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.831146,23463999999.999996,-1050999999.9999999,39746000000.0
1567977330.9312084,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.0311155,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.131135,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.2311184,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.3312602,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.431225,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.5312352,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.6312363,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.7312686,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.8313258,23463999999.999996,-1050999999.9999999,39746000000.0
1567977331.9312894,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.0311086,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.1311157,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.2311733,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.331235,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.4311748,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.5311356,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.631349,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.7311366,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.8312614,23463999999.999996,-1050999999.9999999,39746000000.0
1567977332.931105,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.0312707,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.1312175,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.231265,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.331343,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.4311068,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.5312216,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.6311262,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.7313893,23463999999.999996,-1050999999.9999999,39746000000.0
1567977333.8312683,23463999999.999996,-1050999999.9999999,39746000000.0
